No.	Well	Top	Bot	Code	AC 	CNL 	DEN 	GR 	PE 	RLLD 	SAC_XG_NEW 	POR 	SOG 	SH 	CAL 
1054	23-20	3428.700	3430.600	0	196.7236	16.9983	2.6616	92.0249	3.4671	234.6281	336.4274	0.1000	-9999.5000	-9999.5000	22.2427
1055	23-20	3431.400	3433.300	1	156.6329	8.3086	2.8127	35.5966	3.7305	243.5013	293.6964	1.1454	-9999.5000	-9999.5000	21.8528
1056	23-20	3458.400	3459.400	7	161.3536	11.7603	2.7712	34.3635	3.5793	96.3142	303.5335	5.8722	67.2352	-9999.5000	22.8103
1057	24-14	3427.500	3428.400	1	147.6576	7.2163	2.8272	28.2850	3.9627	39.5639	289.8534	0.1000	-9999.5000	-9999.5000	20.8213
1058	24-14	3433.500	3434.300	1	154.4887	5.5042	2.7770	20.9084	3.6177	206.2563	287.0916	0.1000	-9999.5000	-9999.5000	20.5116
1059	24-14	3442.200	3443.100	7	158.9213	8.6265	2.7504	15.5761	3.5333	184.7417	288.6352	3.1119	37.8591	-9999.5000	20.6490
1060	24-14	3444.900	3447.500	8	160.3363	8.3435	2.7190	15.0162	3.5545	110.7635	293.3120	3.3622	43.3245	-9999.5000	20.5705
1061	24-14	3454.100	3455.300	2	158.3765	2.0963	2.7072	23.0278	4.8001	2457.3292	311.5016	0.1000	-9999.5000	-9999.5000	20.3868
1062	24-14	3456.500	3458.000	1	152.8659	5.0512	2.7799	19.5192	3.6235	521.4067	284.5480	0.3734	-9999.5000	-9999.5000	20.3816
1063	24-14	3459.000	3459.500	0	177.4003	6.6880	2.6872	90.8197	3.9063	88.5490	327.0707	0.1000	-9999.5000	-9999.5000	20.4248
1064	24-14	3467.100	3467.700	0	182.7271	9.1177	2.7046	117.4549	4.3091	100.0211	334.0400	0.1000	-9999.5000	-9999.5000	20.4729
1065	25-14	3243.100	3244.200	1	196.5735	14.5776	2.6540	80.1190	2.3855	59.6604	-9999.5000	2.5720	-9999.5000	-9999.5000	22.9285
1066	25-14	3244.200	3245.700	0	200.2151	16.6488	2.6507	92.1843	2.6670	55.4949	-9999.5000	3.1839	-9999.5000	-9999.5000	22.9874
1067	25-14	3245.700	3250.800	1	204.2583	16.7607	2.6596	72.7012	2.4554	50.7188	-9999.5000	3.7272	12.4860	-9999.5000	23.4978
1068	25-14	3254.300	3255.500	1	202.4154	12.6546	2.6622	75.7988	2.4282	59.8619	-9999.5000	0.1000	-9999.5000	-9999.5000	22.0685
1069	25-14	3255.800	3256.400	1	195.2001	11.3021	2.6657	83.4249	2.8560	80.5210	-9999.5000	0.1000	-9999.5000	-9999.5000	21.9056
1070	25-14	3259.100	3260.100	1	206.7794	16.8914	2.6674	83.9771	2.6570	52.3745	-9999.5000	0.1000	-9999.5000	-9999.5000	23.5449
1071	25-14	3267.400	3267.800	1	207.0540	19.6504	2.6810	84.7190	3.4078	56.5498	-9999.5000	0.1000	-9999.5000	-9999.5000	23.9286
1072	25-14	3268.400	3271.900	1	201.0769	14.7304	2.5953	71.1953	2.5778	71.7501	-9999.5000	2.9623	14.5198	-9999.5000	24.5942
1073	25-14	3276.800	3277.100	1	216.5248	30.4887	2.7075	85.6550	2.8468	90.8175	-9999.5000	0.1000	-9999.5000	-9999.5000	22.7280
1074	25-14	3290.300	3294.700	1	212.7375	18.1985	2.6339	74.7328	2.7534	40.0433	-9999.5000	5.2887	22.5181	-9999.5000	25.1829
1075	25-14	3294.700	3295.400	0	209.8714	15.8990	2.6411	96.0127	2.5433	52.6481	-9999.5000	4.8071	23.3595	-9999.5000	25.4642
1076	25-14	3295.400	3297.300	1	217.3571	17.6051	2.7037	75.6312	2.4003	64.9400	-9999.5000	5.3194	40.4018	-9999.5000	24.8482
1077	25-14	3342.700	3344.500	1	199.9444	7.5844	2.6659	76.6246	2.5529	60.8060	-9999.5000	0.1000	-9999.5000	-9999.5000	24.3391
1078	25-14	3346.100	3346.700	1	211.1570	8.8061	2.6403	78.6294	2.4464	51.2730	-9999.5000	0.1000	-9999.5000	-9999.5000	24.4467
1079	25-14	3347.600	3351.100	8	229.9389	6.1694	2.5017	46.8052	1.9418	118.4044	-9999.5000	7.9093	68.0732	-9999.5000	24.0761
1080	25-14	3359.600	3361.300	1	217.8209	10.3464	2.6302	80.4499	2.2586	35.2399	-9999.5000	6.1430	29.8094	-9999.5000	24.5725
1081	25-14	3361.300	3362.700	0	215.4061	10.3978	2.6273	87.2891	2.1257	44.4129	-9999.5000	5.7371	31.1387	-9999.5000	24.3347
1082	25-14	3362.700	3364.100	1	208.2975	9.9685	2.6221	74.7279	2.7926	89.1193	-9999.5000	3.9326	36.0129	-9999.5000	23.9999
1083	25-14	3390.400	3391.700	10	395.5334	56.0548	1.3052	52.9362	1.6558	33977.2678	-9999.5000	0.1000	-9999.5000	-9999.5000	26.8419
1084	25-27	3376.600	3379.700	1	153.2248	6.8459	2.8102	30.2519	3.9724	450.2405	294.9938	0.1280	-9999.5000	-9999.5000	23.0800
1085	25-27	3382.300	3385.000	1	152.2954	6.1102	2.7991	23.4892	4.1992	668.4177	293.6415	0.1000	-9999.5000	-9999.5000	23.6954
1086	25-27	3386.300	3388.000	8	166.6977	9.7354	2.7329	24.9933	3.4081	161.6480	299.3252	4.9913	62.7333	-9999.5000	24.4612
1087	25-27	3390.100	3392.100	7	169.1258	8.8914	2.7457	19.1428	3.3417	144.1277	298.1932	3.6953	49.9579	-9999.5000	23.1859
1088	25-27	3392.400	3393.000	0	189.2503	12.6433	2.5881	109.4250	4.0116	184.7069	343.4023	0.1000	-9999.5000	-9999.5000	23.0646
1089	25-27	3396.600	3397.300	0	274.5020	18.6552	2.4251	137.8646	3.1263	267.3845	402.3983	0.1000	-9999.5000	-9999.5000	23.7080
1090	25-27	3397.500	3398.900	1	155.9357	4.7730	2.7813	28.5943	3.8896	2060.8593	291.6377	0.4455	-9999.5000	-9999.5000	23.1211
1091	25-27	3399.400	3399.700	0	188.0360	8.9977	2.7085	97.0358	4.1133	243.8093	332.3385	0.1000	-9999.5000	-9999.5000	23.4025
1092	25-27	3400.000	3401.000	1	161.3403	3.5465	2.7746	35.9125	4.2897	773.6685	304.9278	0.1000	-9999.5000	-9999.5000	23.3715
1093	25-27	3401.000	3404.300	3	158.2963	8.1507	2.6111	29.2543	3.0647	436.2839	301.7550	1.0849	24.3627	-9999.5000	25.1976
1094	25-27	3407.100	3408.700	1	155.4993	7.0930	2.7876	23.6154	3.0086	238.2285	285.8350	0.2907	-9999.5000	-9999.5000	23.2296
1095	25-27	3410.200	3411.700	1	154.2834	6.8991	2.8069	40.0244	4.1514	281.2999	298.7466	0.1000	-9999.5000	-9999.5000	23.2766
1096	25-27	3432.300	3433.400	7	167.2306	6.9220	2.7114	18.5481	3.4738	92.1323	297.5368	5.6417	48.6302	-9999.5000	22.4368
1097	26-16	3597.600	3599.900	8	173.7180	12.3211	2.6630	17.7698	3.3978	71.5588	312.7806	7.7779	53.0934	-9999.5000	21.4193
1098	26-16	3600.600	3601.200	0	199.9544	17.3619	2.5296	113.0261	3.3801	371.7753	340.6913	0.1000	-9999.5000	-9999.5000	21.7490
1099	26-16	3604.500	3605.200	0	214.1120	15.1692	2.5088	159.1149	2.9699	258.6616	361.9326	0.1000	-9999.5000	-9999.5000	22.7915
1100	26-16	3605.500	3607.000	1	145.6679	8.2776	2.7956	22.3675	3.9855	1723.1315	289.9994	0.1000	-9999.5000	-9999.5000	21.8340
1101	26-16	3609.000	3610.400	7	157.3225	8.9863	2.7872	15.2093	3.4732	282.9689	285.4630	1.6968	28.3716	-9999.5000	21.7715
1102	26-16	3614.000	3614.400	0	176.5044	9.0040	2.6074	102.8000	4.1432	870.1660	323.6192	0.1000	-9999.5000	-9999.5000	21.6728
1103	26-16	3614.600	3616.300	1	163.2656	9.1263	2.7478	20.6829	4.0833	447.9126	294.8036	1.4879	6.4410	-9999.5000	21.5376
1104	26-16	3617.300	3618.600	1	159.3140	7.9157	2.7770	35.3139	3.7222	489.1767	297.0265	0.1000	-9999.5000	-9999.5000	21.7701
1105	26-16	3640.800	3642.200	3	159.6805	10.2965	2.7217	13.5099	4.0647	157.5331	286.3187	1.4662	-9999.5000	-9999.5000	21.7237
1106	26-16	3653.100	3654.800	0	171.8226	12.4749	2.7606	95.8026	3.8627	413.7861	312.2787	0.1000	-9999.5000	-9999.5000	21.9006
1107	26-18	3424.025	3426.125	7	162.2100	7.9384	2.8221	14.7787	3.2619	185.5791	288.3436	3.8851	45.4126	-9999.5000	20.6634
1108	26-18	3428.325	3429.325	7	163.7468	8.5398	2.7851	14.5221	2.9045	187.3154	290.4230	4.2757	53.8300	-9999.5000	20.4869
1109	26-18	3430.625	3432.325	8	162.4646	8.7616	2.8137	16.4937	3.0134	137.1080	290.8101	4.3321	39.3873	-9999.5000	20.4895
1110	26-18	3433.525	3434.325	0	182.7747	14.4618	2.8381	121.8376	3.6010	302.9120	289.2538	0.1000	-9999.5000	-9999.5000	20.5616
1111	26-18	3436.525	3437.325	0	181.2751	14.0998	2.7938	148.3642	2.8194	605.0692	309.1683	0.1000	-9999.5000	-9999.5000	20.4888
1112	26-18	3461.225	3462.625	1	160.8986	8.4519	2.8099	33.5865	3.0173	154.1762	295.5847	0.1000	-9999.5000	-9999.5000	20.5620
1113	26-25	3460.000	3461.200	7	161.5706	7.7030	2.8195	16.6964	3.3152	615.1645	286.5728	3.8336	63.9971	-9999.5000	22.7967
1114	26-25	3464.900	3466.200	8	166.5519	9.5306	2.7904	24.5508	3.1959	380.9589	293.9576	4.5494	63.9618	-9999.5000	22.8071
1115	26-25	3467.300	3470.800	8	175.6310	11.2009	2.7058	23.7676	3.2040	195.2373	306.8146	7.2748	72.6196	-9999.5000	22.7540
1116	26-25	3478.300	3480.800	2	157.8523	6.8935	2.8380	21.5677	3.2287	315.9646	285.6383	1.2310	17.4263	-9999.5000	22.4616
1117	26-25	3482.200	3482.800	0	178.7351	10.9490	2.8049	95.3217	3.3749	144.6270	315.1233	0.1000	-9999.5000	-9999.5000	22.1463
1118	26-25	3510.200	3514.100	3	169.6503	7.0398	2.7187	20.0592	3.6985	147.7408	299.9635	4.8564	48.0973	-9999.5000	22.2122
1119	26-25	3521.100	3522.000	0	180.6666	12.1774	2.8069	102.0875	3.5363	68.9997	321.4690	0.1000	-9999.5000	-9999.5000	22.2401
1120	26-25	3541.800	3542.900	7	165.5346	6.5104	2.7899	26.1289	3.5920	338.2045	296.0821	3.1029	-9999.5000	-9999.5000	22.6963
1121	26-26	3373.300	3374.400	1	159.2224	10.3798	2.8944	50.1645	3.6178	22.4912	310.5128	0.1000	-9999.5000	-9999.5000	22.5293
1122	26-26	3376.000	3377.100	1	158.6867	9.8860	2.8573	29.1174	3.9429	63.3323	290.7338	1.1713	-9999.5000	-9999.5000	22.5645
1123	26-26	3378.200	3380.300	7	159.3716	7.4891	2.7900	16.6256	3.3273	378.7354	285.7654	2.9753	38.3892	-9999.5000	22.4911
1124	26-26	3382.700	3383.600	8	166.7013	8.3628	2.7872	19.8087	3.2066	187.8101	294.3747	4.9413	55.0847	-9999.5000	22.5620
1125	26-26	3385.600	3387.100	8	167.8242	7.2521	2.7590	23.0932	3.4851	150.8717	297.6671	5.0684	45.8315	-9999.5000	22.4164
1126	26-26	3388.600	3389.500	0	204.4774	10.2203	2.7579	127.2563	3.3579	157.6899	344.4318	0.1000	-9999.5000	-9999.5000	22.7466
1127	26-26	3397.100	3399.000	1	155.5102	7.5937	2.8129	31.3502	3.1901	256.8854	288.1984	0.5594	-9999.5000	-9999.5000	22.6832
1128	26-26	3427.200	3430.600	8	175.0284	9.4553	2.6518	20.8086	3.2115	54.4202	319.8839	8.0757	46.4909	-9999.5000	22.4090
1129	26-26	3433.400	3435.400	1	161.9353	8.9652	2.8318	39.6922	3.4116	153.8804	300.3992	0.1000	-9999.5000	-9999.5000	22.5677
1130	26-26	3438.500	3439.400	0	196.7796	12.5816	2.7569	116.1045	3.0809	64.9506	335.6198	0.1000	-9999.5000	-9999.5000	22.9205
1131	26-26C1	3459.900	3461.300	1	154.9106	11.0734	2.8092	31.9887	4.2488	496.6201	293.9175	0.1001	-9999.5000	-9999.5000	22.4886
1132	26-26C1	3465.200	3467.300	1	153.3632	7.1825	2.8380	15.6190	3.8838	1366.2710	283.8930	0.2989	-9999.5000	-9999.5000	22.3021
1133	26-26C1	3468.900	3470.400	7	167.8193	10.5189	2.7514	24.5386	3.6589	138.8876	296.2577	4.1601	49.1125	-9999.5000	22.3659
1134	26-26C1	3472.500	3473.500	8	163.9726	8.3217	2.7458	13.6407	3.4765	158.0791	290.5061	4.6847	59.5302	-9999.5000	22.1798
1135	26-26C1	3475.600	3475.900	0	209.3710	11.6090	2.8005	187.9255	3.5355	41.1870	348.5523	0.1000	-9999.5000	-9999.5000	22.4358
1136	26-26C1	3483.300	3484.800	8	171.2237	8.7661	2.7377	13.4017	3.8011	142.3979	292.7943	4.8544	50.7591	-9999.5000	22.3207
1137	26-26C1	3493.000	3493.500	0	183.3088	10.4422	2.7897	99.8005	3.8575	117.8562	323.1100	0.1000	-9999.5000	-9999.5000	22.4675
1138	26-26C1	3515.100	3518.200	8	175.0118	10.9696	2.6949	17.9846	3.3165	80.6793	306.0449	8.4124	61.6713	-9999.5000	22.1838
1139	26-26C1	3521.200	3522.200	1	162.9232	10.7370	2.7893	38.5445	3.7235	211.3026	298.7556	0.1000	-9999.5000	-9999.5000	22.3545
1140	26-26C1	3526.400	3527.400	0	205.3215	13.7129	2.7789	107.8993	3.6754	63.7760	335.4982	0.1000	-9999.5000	-9999.5000	22.4518
1141	26-26C4	3249.075	3249.875	1	201.2500	8.1649	2.6349	39.1622	2.3598	82.4587	-9999.5000	3.3914	28.6501	-9999.5000	22.0546
1142	26-26C4	3249.875	3254.575	7	229.8290	9.7646	2.5177	39.2473	1.9098	23.3202	-9999.5000	8.0039	41.3590	-9999.5000	22.2627
1143	26-26C4	3255.075	3259.275	7	222.9893	8.6059	2.5400	33.4965	1.9137	45.5239	-9999.5000	6.9277	44.5680	-9999.5000	22.1272
1144	26-26C4	3272.675	3274.475	1	208.5506	12.7653	2.6878	72.4236	2.7696	46.2961	-9999.5000	4.6185	26.4725	-9999.5000	21.8237
1145	26-26C4	3274.475	3274.775	0	214.5718	11.0053	2.6410	88.2695	2.8222	34.5797	-9999.5000	5.6307	32.4108	-9999.5000	21.8487
1146	26-26C4	3274.775	3276.075	1	215.1588	9.4839	2.6122	73.7561	2.5144	33.4746	-9999.5000	5.7291	32.3085	-9999.5000	22.0238
1147	26-26C4	3276.075	3276.675	0	210.0487	11.1589	2.6130	90.0501	2.4504	39.7250	-9999.5000	4.8703	26.8220	-9999.5000	22.0461
1148	26-26C4	3276.675	3280.875	1	217.0414	9.1307	2.6243	74.0202	2.3687	31.5938	-9999.5000	6.0457	33.4520	-9999.5000	22.1826
1149	26-26C4	3280.875	3283.575	0	214.0162	11.5215	2.6349	114.4910	2.5221	36.8177	-9999.5000	5.5372	33.2158	-9999.5000	22.4300
1150	26-26C4	3283.575	3284.175	1	212.9034	10.7517	2.6506	83.0231	2.5404	35.8723	-9999.5000	5.3501	30.1127	-9999.5000	22.5964
1151	26-26C4	3284.175	3284.775	0	213.1431	10.0869	2.6294	99.5841	2.4341	39.7549	-9999.5000	5.3906	34.0390	-9999.5000	22.5729
1152	26-26C4	3284.775	3285.475	1	209.3871	11.2031	2.6351	81.9458	2.4877	41.4228	-9999.5000	4.7594	26.6871	-9999.5000	22.6279
1153	26-26C4	3287.975	3293.075	7	223.0729	8.6176	2.5809	65.0366	2.4552	54.4263	-9999.5000	7.0593	55.7668	-9999.5000	22.9307
1154	26-26C4	3293.075	3293.575	1	208.9167	5.7700	2.5778	82.0325	2.1730	91.0067	-9999.5000	4.6802	49.3778	-9999.5000	22.5375
1155	26-26C4	3293.575	3293.875	0	210.3305	6.2388	2.5953	86.3395	2.1450	63.3962	-9999.5000	4.9177	42.3710	-9999.5000	22.3007
1156	26-26C4	3293.875	3294.475	1	219.3046	9.7226	2.6023	79.3243	2.2843	51.0826	-9999.5000	6.4261	50.7516	-9999.5000	22.2580
1157	26-26C4	3294.475	3294.875	0	225.7448	11.9596	2.6056	86.7386	2.3620	68.3456	-9999.5000	7.5084	63.8166	-9999.5000	22.3014
1158	26-26C4	3294.875	3295.175	1	222.3157	14.4475	2.5975	82.0380	2.5317	67.9587	-9999.5000	6.9320	60.7373	-9999.5000	22.2677
1159	26-26C4	3295.175	3295.675	0	225.3448	14.1193	2.5983	91.0727	2.7127	63.0877	-9999.5000	7.4412	61.8430	-9999.5000	22.3705
1160	26-26C4	3295.675	3296.175	1	225.0523	13.2850	2.5948	66.1438	2.3930	50.4470	-9999.5000	7.3920	57.2233	-9999.5000	22.5238
1161	26-26C4	3296.175	3298.575	8	230.9187	6.7401	2.5288	56.1983	1.9595	57.0177	-9999.5000	8.3779	63.7080	-9999.5000	22.5836
1162	26-26C4	3298.575	3301.575	1	204.9690	4.7680	2.5738	58.4474	2.0316	65.4828	-9999.5000	3.8494	28.4522	-9999.5000	22.5710
1163	26-26C4	3305.775	3310.575	7	217.0186	8.8072	2.6037	59.4902	2.5815	66.2024	-9999.5000	5.9547	50.7229	-9999.5000	22.9357
1164	26-26C4	3311.675	3315.775	8	214.7464	3.6777	2.5400	47.4457	2.0451	106.9912	-9999.5000	5.6599	59.1991	-9999.5000	22.9641
1165	26-26C4	3315.775	3317.875	1	208.9463	4.2151	2.6124	65.3131	2.2206	63.0778	-9999.5000	4.6850	39.1830	-9999.5000	23.1889
1166	26-26C4	3317.875	3319.875	7	218.4134	3.7261	2.5488	56.3432	2.0442	80.0508	-9999.5000	6.0648	58.8887	-9999.5000	22.8982
1167	26-26C4	3324.875	3325.775	1	212.7051	8.4060	2.6131	79.5692	2.4996	38.0167	-9999.5000	5.3167	31.5179	-9999.5000	22.6010
1168	26-26C4	3325.775	3327.175	0	216.2078	8.4530	2.6069	91.6462	2.6700	33.0585	-9999.5000	5.9054	33.9536	-9999.5000	22.5759
1169	26-26C4	3327.175	3327.875	1	214.3829	9.2043	2.6444	80.3342	2.5445	35.3465	-9999.5000	5.5989	32.5841	-9999.5000	22.5130
1170	26-26C4	3327.875	3329.575	0	215.2343	9.1916	2.6417	88.4139	2.4847	37.4049	-9999.5000	5.7418	36.1162	-9999.5000	22.6622
1171	26-26C4	3329.575	3334.775	7	223.2667	8.5764	2.5931	70.6408	2.4558	39.9568	-9999.5000	7.0412	49.5242	-9999.5000	22.7247
1172	26-26C4	3340.775	3341.175	1	218.5802	11.1584	2.6020	85.2892	2.6572	33.5876	-9999.5000	6.3042	38.6916	-9999.5000	22.5336
1173	26-26C4	3341.175	3341.475	0	220.6490	10.4258	2.6035	86.8293	2.5835	35.5797	-9999.5000	6.6517	43.6220	-9999.5000	22.6672
1174	26-26C4	3341.475	3342.275	1	221.9819	10.2521	2.6193	80.5260	2.3979	36.3053	-9999.5000	6.8760	46.0218	-9999.5000	22.7076
1175	26-26C4	3342.275	3344.075	0	219.5941	10.0340	2.5915	90.2819	2.3577	35.6705	-9999.5000	6.4747	41.9343	-9999.5000	23.0991
1176	26-26C4	3344.075	3344.575	1	216.8002	10.3100	2.6172	83.4610	2.2847	41.5782	-9999.5000	6.0052	42.1758	-9999.5000	23.7125
1177	26-26C4	3344.575	3344.975	0	215.7120	9.6628	2.5876	84.5494	2.3272	38.7352	-9999.5000	5.8224	38.2578	-9999.5000	23.7224
1178	26-26C4	3344.975	3346.175	1	226.8845	10.0274	2.5987	72.7592	2.3045	42.9017	-9999.5000	7.7000	52.8091	-9999.5000	23.3812
1179	26-26C4	3346.175	3350.275	8	257.5203	11.4143	2.4189	43.2449	1.9776	77.6760	-9999.5000	12.8370	78.3329	-9999.5000	22.9957
1180	26-26C4	3353.275	3354.175	1	216.6758	15.6784	2.6539	82.0386	2.8476	95.2663	-9999.5000	0.1000	-9999.5000	-9999.5000	23.6879
1181	26-26C4	3366.775	3367.975	1	199.0032	12.5463	2.6742	78.4938	2.9242	104.7269	-9999.5000	3.0140	26.8672	-9999.5000	22.7191
1182	26-26C4	3386.475	3387.175	1	199.7109	13.3630	2.6925	80.4106	3.3449	77.7032	-9999.5000	3.1331	17.0859	-9999.5000	22.8529
1183	26-26C4	3387.175	3389.175	0	206.3334	14.5143	2.6829	97.6275	2.7809	64.8219	-9999.5000	4.2459	33.4808	-9999.5000	23.1971
1184	26-26C4	3389.175	3390.575	7	252.4047	15.1555	2.5427	86.0856	1.9759	65.7375	-9999.5000	9.2305	68.1035	-9999.5000	23.4511
1185	26-26C4	3394.575	3396.475	10	368.0216	55.1070	1.7013	121.9538	1.2812	16009.7859	-9999.5000	0.1000	-9999.5000	-9999.5000	24.9436
1186	27-28	3387.500	3388.600	1	150.7539	-9999.5000	2.8538	16.0342	3.0478	209.7426	-9999.5000	0.5723	-9999.5000	-9999.5000	23.4605
1187	27-28	3390.100	3390.500	8	170.9256	-9999.5000	2.5474	33.8156	3.2432	282.2330	-9999.5000	3.8506	55.0857	-9999.5000	23.7114
1188	27-28	3391.300	3392.500	8	173.2328	-9999.5000	2.7821	16.6220	3.4550	133.1470	-9999.5000	6.9172	60.7074	-9999.5000	23.1208
1189	27-28	3394.800	3395.800	7	165.1685	-9999.5000	2.7508	21.6653	3.3953	202.4328	-9999.5000	4.2229	42.5611	-9999.5000	22.6516
1190	27-28	3395.800	3397.100	8	185.1531	-9999.5000	2.7497	24.3804	3.2665	215.4508	-9999.5000	7.3874	73.8025	-9999.5000	22.9969
1191	27-28	3397.300	3398.000	0	209.7773	-9999.5000	2.4524	93.5992	2.9697	155.2549	-9999.5000	0.1000	-9999.5000	-9999.5000	22.9871
1192	27-28	3401.100	3401.800	0	275.7751	-9999.5000	2.1300	109.8522	4.0229	93.3768	-9999.5000	0.1000	-9999.5000	-9999.5000	23.0154
1193	27-28	3405.000	3407.300	8	172.2027	-9999.5000	2.7481	20.3695	3.0478	140.2585	-9999.5000	6.5938	59.5956	-9999.5000	23.1077
1194	27-28	3409.500	3409.900	0	268.5658	-9999.5000	2.3858	79.4932	2.9560	167.7108	-9999.5000	0.1000	-9999.5000	-9999.5000	22.9300
1195	27-28	3413.100	3413.800	7	182.7814	-9999.5000	2.7989	33.9890	3.2955	237.1139	-9999.5000	4.4277	57.4558	-9999.5000	22.9379
1196	27-28	3416.600	3419.000	0	232.5020	-9999.5000	2.8132	73.4234	3.7429	190.7653	-9999.5000	0.1000	-9999.5000	-9999.5000	22.9556
1197	27-28	3437.400	3438.000	3	163.7984	-9999.5000	2.7273	17.4836	3.6700	83.5416	-9999.5000	2.6676	21.4805	-9999.5000	22.9866
1198	27-28	3438.300	3440.300	7	170.5373	-9999.5000	2.7483	19.6802	3.4094	53.3635	-9999.5000	4.4460	41.6491	-9999.5000	22.9569
1199	27-28	3452.700	3453.100	7	164.8972	-9999.5000	2.8196	29.8678	3.2448	261.3432	-9999.5000	3.1572	48.1996	-9999.5000	23.1490
1200	27-28	3453.700	3454.300	7	157.2646	-9999.5000	2.8376	18.1487	3.3646	432.5241	-9999.5000	2.1011	47.1018	-9999.5000	23.0370
1201	27-28	3465.300	3466.000	7	161.8037	-9999.5000	2.7366	22.5846	2.9599	1558.0340	-9999.5000	1.7081	58.3644	-9999.5000	23.2186
1202	27-28	3467.100	3467.600	7	164.2417	-9999.5000	2.7355	24.2245	3.2110	264.0753	-9999.5000	3.9362	66.3206	-9999.5000	22.8753
1203	28-22	3417.200	3418.300	1	156.0058	11.1498	2.8220	33.6018	4.0437	13.7010	299.0936	0.1421	-9999.5000	-9999.5000	21.6031
1204	28-22	3420.600	3422.300	1	153.1772	6.7829	2.8167	24.8796	3.2793	121.7856	290.9892	0.3782	-9999.5000	-9999.5000	21.7055
1205	28-22	3426.500	3428.200	1	156.5718	7.3567	2.7859	17.2794	3.0953	120.8950	289.5823	1.7593	-9999.5000	-9999.5000	21.7231
1206	28-22	3428.700	3429.500	0	192.7168	13.5323	2.7609	148.4209	3.3243	33.0228	335.8428	0.1000	-9999.5000	-9999.5000	21.7430
1207	28-22	3432.000	3433.000	0	184.8892	12.4178	2.6864	116.5918	3.1851	55.9046	340.2893	0.1613	-9999.5000	-9999.5000	21.6152
1208	28-22	3438.200	3439.100	0	178.5778	10.0997	2.7170	108.0535	3.5803	96.9857	323.5794	0.1000	-9999.5000	-9999.5000	21.7650
1209	28-22	3442.200	3443.500	3	163.5638	7.2296	2.6849	25.0394	3.2014	254.5365	295.6374	3.2919	-9999.5000	-9999.5000	21.7933
1210	28-22	3469.000	3471.300	3	159.4275	9.7822	2.7163	18.1185	3.1570	59.9575	304.3699	2.8000	-9999.5000	-9999.5000	21.8155
1211	28-22	3480.300	3481.300	0	203.1405	13.0055	2.6893	124.5699	2.9367	79.9525	338.1441	0.1000	-9999.5000	-9999.5000	21.4660
1212	29-16	3445.500	3446.400	1	153.6374	9.4395	2.8101	33.5076	3.6141	238.4300	290.4723	0.1903	-9999.5000	-9999.5000	21.1629
1213	29-16	3449.700	3450.500	0	182.4569	14.6916	2.7976	97.8806	3.4371	156.3830	316.0540	0.1000	-9999.5000	-9999.5000	21.4688
1214	29-16	3450.900	3453.000	7	161.1322	6.9341	2.7501	19.6802	3.4251	239.2537	290.1208	3.1960	43.0001	-9999.5000	21.1409
1215	29-16	3453.900	3454.700	1	153.7829	5.3204	2.8019	29.7973	3.4609	474.2044	284.1972	0.1000	-9999.5000	-9999.5000	21.3441
1216	29-16	3456.700	3457.200	0	194.1007	15.1732	2.6260	128.5820	3.1278	127.2760	336.0617	0.1000	-9999.5000	-9999.5000	21.6455
1217	29-16	3458.100	3458.700	1	158.6446	7.8096	2.7487	17.1711	3.2450	241.7016	288.1239	1.0319	-9999.5000	-9999.5000	21.7929
1218	29-16	3474.300	3474.700	1	159.0386	7.2868	2.7580	40.6682	3.4550	459.9822	292.4390	0.1000	-9999.5000	-9999.5000	21.6522
1219	29-16	3485.200	3487.000	7	156.4894	7.8906	2.7624	20.0873	3.2246	121.7159	291.1918	4.9153	37.8815	-9999.5000	21.4577
1220	29-16	3488.300	3488.700	0	198.8530	12.8554	2.7866	110.1236	3.5584	92.4120	329.3580	0.1000	-9999.5000	-9999.5000	22.0030
1221	29-16	3495.300	3496.100	0	194.7853	13.4484	2.6541	112.7714	3.7247	80.5068	340.4611	0.1000	-9999.5000	-9999.5000	22.5097
1222	29-16	3499.500	3500.300	1	159.6401	3.9207	2.7680	30.9114	3.7918	3624.3592	289.8259	0.1000	-9999.5000	-9999.5000	21.4404
1223	29-16	3503.000	3503.800	7	168.2709	7.9382	2.6916	21.0224	2.9490	499.1079	293.3308	4.0681	54.1050	-9999.5000	21.6386
1224	29-30	3387.600	3388.900	7	170.5610	12.8691	2.7599	35.7979	3.4123	180.7068	300.0901	5.0269	54.9964	-9999.5000	21.9067
1225	29-30	3389.500	3390.100	0	231.5263	23.5714	2.3900	144.3276	2.1639	42.6459	484.1290	0.1000	-9999.5000	-9999.5000	23.0080
1226	29-30	3394.100	3395.100	7	162.9740	8.5521	2.6225	13.8785	3.1415	199.7201	300.9127	4.5934	46.2525	-9999.5000	22.8100
1227	29-30	3397.400	3398.000	0	175.9750	15.8613	2.6464	79.2424	2.6593	53.2230	375.8197	0.1000	-9999.5000	-9999.5000	23.6827
1228	29-30	3400.100	3400.800	3	158.5185	10.7304	2.4289	16.5314	2.3641	208.6933	387.9407	1.5867	-9999.5000	-9999.5000	24.5115
1229	29-30	3426.000	3428.400	8	173.4539	10.3283	2.6264	18.0907	3.1340	143.1161	313.7614	7.6445	71.5158	-9999.5000	21.9301
