No.	Well	Top	Bot	Code	AC 	CNL 	DEN 	GR 	PE 	RLLD 	SAC_XG_NEW 	POR 	SOG 	SH 	CAL 
1	30-2	3506.500	3507.400	1	157.6783	11.1831	2.9214	29.2114	2.3596	231.9193	331.4408	0.5167	-9999.5000	-9999.5000	25.7747
2	30-2	3520.000	3520.700	0	185.7911	23.2159	2.5283	111.2703	3.0729	74.6418	398.8034	0.1000	-9999.5000	-9999.5000	23.0868
3	30-2	3525.200	3526.900	1	154.7281	7.5000	2.8026	21.0543	3.7633	1198.1863	287.3633	0.5904	-9999.5000	-9999.5000	23.4776
4	30-2	3530.300	3532.200	1	156.3329	9.8469	2.8226	18.8874	3.6796	322.8002	285.8732	0.6197	-9999.5000	-9999.5000	22.4570
5	30-2	3532.200	3533.400	0	190.6628	14.1156	2.7704	79.0839	3.4072	649.2233	314.0109	0.1055	-9999.5000	-9999.5000	22.9228
6	30-2	3534.000	3535.100	1	153.6604	7.4737	2.8044	34.0353	3.7406	426.5365	291.3314	0.1000	-9999.5000	-9999.5000	22.3037
7	30-2	3537.000	3537.600	0	189.5607	14.6020	2.8223	100.0464	3.9464	163.7117	314.7870	0.1000	-9999.5000	-9999.5000	22.6513
8	30-2	3557.700	3559.400	4	173.8933	11.5031	2.6675	23.7490	3.4599	32.4895	320.0738	7.1704	40.3434	-9999.5000	20.1800
9	33-2	3536.400	3537.800	7	163.2011	11.5863	2.7312	24.5065	3.3726	404.4442	296.6627	2.5533	48.1978	-9999.5000	22.6365
10	33-2	3538.900	3540.300	8	174.7957	11.7667	2.6780	20.5213	3.1513	141.1191	310.7442	6.3739	68.7289	-9999.5000	22.1677
11	33-2	3542.300	3542.600	4	162.0408	7.9103	2.8137	25.4997	3.4055	235.2917	292.0540	2.6547	27.2097	-9999.5000	22.2102
12	33-2	3543.700	3544.900	0	183.1340	12.8786	2.7927	105.9765	3.1928	180.2075	315.6945	0.1000	-9999.5000	-9999.5000	23.1238
13	33-2	3551.600	3553.300	0	178.0156	12.4802	2.8008	92.7760	3.4834	362.9019	313.1849	0.1000	-9999.5000	-9999.5000	22.3408
14	33-2	3562.600	3564.000	1	156.4837	8.2485	2.8229	39.1027	3.0965	420.7130	286.0282	0.1000	-9999.5000	-9999.5000	23.1593
15	33-2	3572.900	3575.100	7	171.9796	11.2642	2.7535	19.8002	3.3620	60.4973	301.1728	7.4710	52.4659	-9999.5000	23.0019
16	33-2	3575.700	3576.600	1	154.1269	8.4355	2.7732	25.4528	3.3909	648.4707	286.0065	1.0672	-9999.5000	-9999.5000	23.0614
17	33-2	3578.700	3579.100	7	161.4798	6.7496	2.7852	23.2068	3.4994	496.6668	290.5136	3.5782	40.3428	-9999.5000	23.1862
18	33-2	3584.300	3585.500	0	210.0028	16.5615	2.5063	132.5852	2.6115	192.7744	361.5612	0.1000	-9999.5000	-9999.5000	23.5050
19	33-2	3588.300	3589.900	3	161.5742	2.6717	2.7128	33.3908	4.5479	8492.2557	307.1902	0.1000	-9999.5000	-9999.5000	22.3769
20	33-2	3591.300	3592.800	7	164.7869	7.7354	2.7577	15.7316	3.2668	1191.0416	287.1961	3.6609	60.3650	-9999.5000	22.7141
21	33-2	3599.700	3600.300	0	212.7469	16.3110	2.5797	119.7776	2.9153	244.8381	338.2566	0.1000	-9999.5000	-9999.5000	23.1631
22	33-2	3604.800	3605.400	0	199.7966	16.5940	2.6619	126.7773	3.0481	224.6861	324.5341	0.1000	-9999.5000	-9999.5000	22.8700
23	33-2	3605.700	3606.500	7	166.0139	7.0399	2.7089	22.3498	3.2002	1072.2119	287.3151	4.6477	64.5012	-9999.5000	22.8683
24	33-2	3610.200	3614.700	3	154.7055	3.4918	2.7153	22.9134	4.5593	29816.1419	302.2439	0.1000	-9999.5000	-9999.5000	22.7978
25	33-6	3506.500	3507.400	1	155.6879	7.1973	2.8095	29.9158	4.4472	273.6622	298.1709	0.1000	-9999.5000	-9999.5000	21.8433
26	33-6	3514.900	3515.400	0	189.6262	7.0560	2.5668	58.6655	3.3118	211.4728	329.2647	0.1000	-9999.5000	-9999.5000	21.9063
27	33-6	3516.300	3517.700	1	157.9816	6.7113	2.7845	21.2201	3.9459	311.5232	292.3822	0.1000	-9999.5000	-9999.5000	21.6888
28	33-6	3522.500	3523.100	1	161.9803	6.7969	2.8004	15.7599	3.3480	365.9401	287.0290	1.7757	6.1762	-9999.5000	21.8451
29	33-6	3524.100	3524.700	0	179.8927	13.5829	2.5970	73.6093	2.8691	199.2976	331.0147	0.2660	-9999.5000	-9999.5000	21.8564
30	33-6	3535.400	3536.500	3	172.0646	5.3712	2.7495	52.5301	4.5319	603.0942	319.8545	0.1000	-9999.5000	-9999.5000	21.6222
31	33-6	3548.800	3551.200	8	171.7329	10.5844	2.7199	16.7507	3.4979	62.8995	299.9501	7.3562	59.2732	-9999.5000	22.0981
32	33-6	3551.700	3552.300	7	164.1753	11.1796	2.7733	18.1939	3.4309	90.8376	293.4941	4.7014	42.6314	-9999.5000	22.0284
33	33-6	3552.700	3553.300	7	162.0387	9.2199	2.7793	22.1459	3.5440	185.9374	292.2296	3.2883	43.1119	-9999.5000	21.8241
34	33-6	3554.700	3555.200	7	161.1452	5.9122	2.7572	24.4182	3.6178	681.6373	290.7832	3.1092	64.9750	-9999.5000	22.1043
35	33-6	3562.800	3570.600	3	167.0748	3.6750	2.7134	40.3497	4.8393	4125.2109	321.0452	0.1000	-9999.5000	-9999.5000	22.0970
36	20-1	3495.000	3496.700	1	154.6531	3.9394	2.7659	20.7629	3.2326	172.1184	283.0604	1.0891	-9999.5000	-9999.5000	21.6916
37	20-1	3499.500	3500.500	0	178.5382	10.8769	2.7287	97.1293	3.1068	80.5009	326.9661	0.1000	-9999.5000	-9999.5000	21.8480
38	20-1	3503.100	3504.700	7	160.5166	6.6745	2.7497	32.6213	3.3308	162.1234	296.0699	1.8230	32.8402	-9999.5000	21.7386
39	20-1	3506.200	3506.800	0	184.7996	9.7516	2.7103	107.2334	3.9691	123.8341	329.8339	0.1000	-9999.5000	-9999.5000	21.7693
40	20-1	3528.200	3532.200	4	172.9672	10.6659	2.6682	20.9974	3.5039	61.5417	312.4759	7.7033	41.0793	-9999.5000	21.4254
41	20-1	3534.200	3534.900	0	175.5150	7.2869	2.7549	88.9267	3.5415	278.1661	309.4626	0.1000	-9999.5000	-9999.5000	21.8203
42	20-1	3540.800	3541.900	0	191.4345	12.5923	2.6920	133.8169	2.9926	79.7208	328.1892	0.1000	-9999.5000	-9999.5000	21.5338
43	20-1	3548.200	3549.600	7	162.4011	3.8921	2.7478	21.2067	3.5716	544.0994	290.9415	4.1875	51.3321	-9999.5000	21.9899
44	25-1	3608.800	3609.800	3	180.7658	2.4254	2.7012	51.0556	2.9993	72.4969	314.9095	0.5529	-9999.5000	-9999.5000	21.3980
45	25-1	3609.800	3613.500	1	147.1896	6.2892	2.8227	23.0940	3.1912	435.6059	277.3043	0.1927	-9999.5000	-9999.5000	21.4878
46	25-1	3614.800	3616.100	1	150.1857	8.8825	2.7839	18.0865	3.4069	355.1614	284.0941	0.6369	-9999.5000	-9999.5000	21.6064
47	25-1	3617.300	3618.900	7	155.3686	8.9504	2.7245	14.2435	3.2165	210.7662	289.5444	3.3121	45.7299	-9999.5000	21.3539
48	25-1	3619.400	3620.500	0	184.2589	16.5260	2.5964	117.8530	2.9644	121.1559	347.0920	0.1000	-9999.5000	-9999.5000	21.9911
49	25-1	3623.200	3624.200	0	201.1929	18.9959	2.5053	158.1867	2.3092	146.1935	371.4232	0.1000	-9999.5000	-9999.5000	21.9288
50	25-1	3626.800	3631.400	1	149.8216	5.4865	2.8030	19.5220	3.2091	685.6300	274.6832	0.6603	43.3309	-9999.5000	21.6361
51	25-1	3632.500	3633.200	0	172.2463	14.2594	2.6886	98.5171	3.1681	134.6545	325.8089	0.1000	-9999.5000	-9999.5000	22.1049
52	25-1	3633.600	3635.700	3	155.8796	7.5065	2.7096	16.3548	3.2370	223.0832	289.7140	1.1489	-9999.5000	-9999.5000	22.2358
53	25-1	3641.400	3643.800	0	177.3891	7.9077	2.7235	77.4800	3.7904	113.0831	323.3575	0.1000	-9999.5000	-9999.5000	22.0144
54	25-1	3648.000	3648.500	0	179.1422	14.3845	2.7490	92.4362	3.4907	76.1637	325.3788	0.1000	-9999.5000	-9999.5000	21.9187
55	25-1	3664.600	3666.800	8	171.0090	6.5308	2.6680	22.2140	3.4800	123.9530	304.4552	7.0023	49.1480	-9999.5000	21.3280
56	20-2	3413.600	3414.000	1	217.0028	-9999.5000	2.6684	92.8262	3.3980	41.2688	-9999.5000	6.0492	15.4840	-9999.5000	21.4598
57	20-2	3414.000	3415.800	0	224.1821	-9999.5000	2.6432	101.8269	3.2158	55.8583	-9999.5000	7.2079	36.5833	-9999.5000	21.4541
58	20-2	3415.800	3416.100	1	287.0192	-9999.5000	2.6018	83.6043	3.3822	47.6052	-9999.5000	11.2210	55.1145	-9999.5000	21.6777
59	20-2	3423.100	3424.500	7	227.7375	-9999.5000	2.5597	64.9765	2.5555	67.0320	-9999.5000	7.7799	49.6101	-9999.5000	22.5274
60	20-2	3424.500	3424.900	0	229.6878	-9999.5000	2.5952	89.3120	3.0338	76.2848	-9999.5000	8.1848	55.5220	-9999.5000	22.7426
61	20-2	3424.900	3426.700	7	224.1548	-9999.5000	2.5791	55.4318	2.7177	90.7769	-9999.5000	7.2533	52.6794	-9999.5000	22.5768
62	20-2	3426.700	3428.200	1	228.3291	-9999.5000	2.5767	65.6514	3.0107	52.2036	-9999.5000	5.9002	31.9027	-9999.5000	22.4924
63	20-2	3430.100	3431.000	1	221.1469	-9999.5000	2.6024	87.5967	3.1796	84.0118	-9999.5000	6.5135	46.2843	-9999.5000	22.5753
64	20-2	3431.200	3431.800	1	235.1001	-9999.5000	2.5244	67.7594	2.4809	66.7837	-9999.5000	9.0960	56.9210	-9999.5000	22.6506
65	20-2	3431.800	3432.500	0	226.4641	-9999.5000	2.5644	89.3964	2.5076	67.2721	-9999.5000	7.6423	47.6956	-9999.5000	22.7716
66	20-2	3432.500	3433.800	7	235.0859	-9999.5000	2.5393	55.6026	2.4559	251.9744	-9999.5000	7.9667	71.2753	-9999.5000	22.9236
67	20-2	3449.000	3454.500	1	215.2615	-9999.5000	2.5928	58.2442	2.4932	128.2443	-9999.5000	5.7562	37.5689	-9999.5000	22.3623
68	20-2	3454.500	3454.900	0	236.9554	-9999.5000	2.5866	87.1334	2.8570	32.3242	-9999.5000	9.4080	38.6674	-9999.5000	22.5726
69	20-2	3454.900	3457.400	8	263.5325	-9999.5000	2.4095	46.0119	2.4354	45.0574	-9999.5000	12.9294	62.9977	-9999.5000	22.4669
70	20-2	3480.800	3485.000	8	244.2352	-9999.5000	2.4978	53.4336	2.4584	69.1063	-9999.5000	10.5473	63.2040	-9999.5000	22.0698
71	20-2	3496.700	3497.900	1	211.6082	-9999.5000	2.6512	80.0814	3.1145	65.7202	-9999.5000	5.0472	23.4590	-9999.5000	22.0073
72	20-2	3502.500	3503.000	1	207.6775	-9999.5000	2.6538	82.3460	2.8242	66.4693	-9999.5000	4.4792	11.9283	-9999.5000	22.0685
73	20-2	3503.000	3503.300	0	215.2090	-9999.5000	2.6590	86.8373	2.6402	55.7470	-9999.5000	5.7473	26.1895	-9999.5000	22.0177
74	20-2	3503.500	3504.200	0	217.6662	-9999.5000	2.6411	95.4958	2.6673	67.3851	-9999.5000	6.1610	37.0025	-9999.5000	21.9567
75	20-2	3504.200	3505.700	7	221.9173	-9999.5000	2.5818	52.4488	2.4094	97.8901	-9999.5000	6.8766	53.1533	-9999.5000	21.6971
76	20-2	3505.700	3506.100	0	217.5410	-9999.5000	2.5954	80.0304	2.6282	84.0726	-9999.5000	6.1400	43.7628	-9999.5000	21.5722
77	20-2	3506.100	3507.600	7	220.3533	-9999.5000	2.5703	51.1581	2.6668	73.0029	-9999.5000	6.6132	43.6582	-9999.5000	21.4826
78	20-2	3507.600	3511.100	8	221.1836	-9999.5000	2.5594	50.4593	2.5289	177.7076	-9999.5000	6.2353	64.1464	-9999.5000	21.9504
79	20-2	3519.800	3522.600	7	224.9566	-9999.5000	2.5515	49.1970	2.0430	92.1554	-9999.5000	7.3884	54.6526	-9999.5000	21.9400
80	20-2	3522.600	3524.700	8	230.1278	-9999.5000	2.4889	38.1928	2.0231	167.9045	-9999.5000	8.2588	69.0099	-9999.5000	21.9772
81	20-2	3524.700	3526.000	1	226.4419	-9999.5000	2.5239	50.9744	2.2184	221.3683	-9999.5000	4.2919	57.5119	-9999.5000	22.3279
82	20-2	3551.100	3551.700	1	214.1253	-9999.5000	2.6919	77.1277	3.6440	160.2840	-9999.5000	0.1000	-9999.5000	-9999.5000	21.2590
83	20-2	3552.400	3553.200	1	226.0199	-9999.5000	2.6591	84.2173	2.8467	221.7301	-9999.5000	0.1000	-9999.5000	-9999.5000	21.2173
84	20-2	3553.700	3554.700	0	340.9227	-9999.5000	1.4865	95.1478	0.8375	456.9905	-9999.5000	0.1000	-9999.5000	-9999.5000	17.6227
85	21-2	3283.164	3285.964	1	223.9061	12.4371	2.6021	55.9957	2.6509	17.3046	-9999.5000	7.3766	19.2586	-9999.5000	22.2351
86	21-2	3285.964	3292.464	4	249.4040	14.9039	2.4690	32.6441	2.2148	12.7558	-9999.5000	11.2728	36.7997	-9999.5000	21.9819
87	21-2	3307.164	3309.864	1	203.0502	12.8988	2.6199	63.1525	2.5972	76.2567	-9999.5000	3.4823	21.5345	-9999.5000	21.9274
88	21-2	3315.264	3317.864	1	205.5445	21.0994	2.6822	72.6983	3.2469	98.8458	-9999.5000	4.1005	30.4988	-9999.5000	22.0414
89	21-2	3317.864	3318.564	0	213.5384	19.8710	2.6681	169.7035	3.8245	117.3143	-9999.5000	5.1697	49.6384	-9999.5000	21.8996
90	21-2	3318.564	3319.264	1	206.5294	30.3280	2.6390	79.6919	3.4136	225.1438	-9999.5000	3.1721	49.1091	-9999.5000	22.1368
91	21-2	3322.964	3323.664	1	200.7524	17.0048	2.6186	99.1551	2.8314	241.0805	-9999.5000	1.9929	19.2779	-9999.5000	22.0382
92	21-2	3337.764	3338.264	1	215.4203	10.2075	2.6345	70.3473	2.7672	229.1498	-9999.5000	5.3855	64.3345	-9999.5000	22.5143
93	21-2	3338.264	3339.264	7	218.2043	9.7007	2.5878	56.5650	2.4939	224.7756	-9999.5000	6.2105	68.8535	-9999.5000	22.5178
94	21-2	3339.264	3340.164	1	207.5537	8.9471	2.6059	62.0458	3.0306	244.2335	-9999.5000	4.5521	57.3133	-9999.5000	22.4972
95	21-2	3340.164	3341.764	7	214.7086	12.0834	2.5551	37.3189	2.5224	318.3190	-9999.5000	5.1313	58.6248	-9999.5000	22.4131
96	21-2	3357.764	3359.164	1	207.9000	18.0415	2.6435	72.2092	3.4027	91.5024	-9999.5000	3.7509	29.3824	-9999.5000	22.3764
97	21-2	3365.164	3367.064	1	213.9924	17.6109	2.6646	87.4577	2.9137	62.4465	-9999.5000	5.5048	36.4916	-9999.5000	22.3913
98	21-2	3367.064	3368.164	7	216.9813	12.7586	2.6207	47.6527	2.4551	80.4814	-9999.5000	5.9555	46.6358	-9999.5000	22.5178
99	21-2	3368.164	3368.664	1	210.5183	22.4492	2.6772	77.1567	2.9065	111.5120	-9999.5000	3.2953	40.0092	-9999.5000	22.4380
100	21-2	3383.864	3384.664	1	205.7287	9.4232	2.6514	59.8582	2.7491	67.5906	-9999.5000	4.4719	22.4148	-9999.5000	22.5343
101	21-2	3384.664	3387.864	7	221.4060	9.4086	2.5758	44.7636	2.4151	62.2394	-9999.5000	6.7959	47.8727	-9999.5000	22.4482
102	21-2	3387.864	3391.764	1	220.0100	11.3948	2.6154	62.6291	2.5224	44.3892	-9999.5000	6.5252	36.5829	-9999.5000	22.4961
103	21-2	3391.764	3392.364	0	210.5036	12.8896	2.6711	84.4590	2.4773	50.4330	-9999.5000	4.6790	17.0934	-9999.5000	22.4280
104	21-2	3392.364	3392.864	1	208.1457	13.5757	2.6773	80.7333	2.4463	53.5398	-9999.5000	4.6205	18.9060	-9999.5000	22.0580
105	21-2	3392.864	3393.564	0	209.5135	12.7664	2.6377	94.6604	2.4440	75.2169	-9999.5000	4.7449	31.5275	-9999.5000	22.0194
106	21-2	3393.564	3397.764	7	218.4325	9.4138	2.5789	51.6943	2.3524	242.8053	-9999.5000	6.4114	50.5953	-9999.5000	22.6158
107	21-2	3397.764	3399.564	8	239.2194	12.3706	2.5437	52.0785	2.3854	39.2197	-9999.5000	9.5413	51.2593	-9999.5000	22.3419
108	21-2	3399.564	3400.564	0	209.6832	13.8703	2.6415	97.3153	2.6771	37.9907	-9999.5000	4.6876	9.8911	-9999.5000	22.4236
109	21-2	3400.564	3401.064	1	210.2082	12.5097	2.6248	83.1555	2.8338	40.1757	-9999.5000	4.9777	13.1067	-9999.5000	22.5630
110	21-2	3401.064	3402.364	0	216.9178	13.5592	2.6422	95.6371	2.7405	34.0096	-9999.5000	6.1702	23.3876	-9999.5000	22.6020
111	21-2	3402.364	3403.864	1	223.4428	13.0330	2.6392	79.4406	2.6566	31.0014	-9999.5000	7.1516	31.0861	-9999.5000	22.5909
112	21-2	3403.864	3404.364	0	222.5690	13.5058	2.6542	86.1452	2.6908	33.1475	-9999.5000	6.9990	32.0050	-9999.5000	22.6370
113	21-2	3404.364	3404.764	1	223.2168	13.9058	2.6684	83.5606	2.6816	34.9138	-9999.5000	7.0994	34.6920	-9999.5000	22.5910
114	21-2	3410.764	3411.364	10	385.1993	65.2836	1.5173	81.6979	1.1317	1818.7209	-9999.5000	0.1000	-9999.5000	-9999.5000	23.6184
115	21-2	3418.464	3420.464	7	221.0801	10.1281	2.5667	65.1954	2.1682	102.1779	-9999.5000	6.5562	55.2075	-9999.5000	22.4776
116	21-2	3420.464	3423.564	0	204.4840	12.8330	2.6330	98.2174	2.3054	81.0823	-9999.5000	3.9928	21.8338	-9999.5000	22.0326
117	21-2	3423.564	3424.564	1	212.2695	13.7189	2.6195	76.4294	2.6077	42.9044	-9999.5000	5.1815	18.8204	-9999.5000	22.3095
118	21-2	3424.564	3425.764	0	204.5633	15.1135	2.7272	93.5210	3.2968	73.2634	-9999.5000	3.8328	15.7113	-9999.5000	22.2728
119	21-2	3425.764	3427.764	1	206.4676	15.3392	2.7568	78.9668	3.6843	96.4865	-9999.5000	4.0423	30.4718	-9999.5000	22.2623
120	21-2	3431.564	3432.064	10	417.0337	56.9033	1.5833	55.3285	1.1048	9046.9078	-9999.5000	0.1000	-9999.5000	-9999.5000	24.3243
121	21-2	3434.764	3435.464	10	392.4889	65.2659	1.6034	82.3312	1.1251	42084.8745	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3579
122	21-2	3451.564	3452.164	10	348.8624	35.3187	1.9427	94.4376	2.0196	730.2199	-9999.5000	0.1000	-9999.5000	-9999.5000	23.0851
123	25-2	3509.200	3509.600	0	193.6780	9.3674	2.7638	122.5948	3.5688	135.1818	331.9586	0.9696	-9999.5000	-9999.5000	22.1854
124	25-2	3511.200	3511.700	0	223.5398	13.8510	2.6447	192.7683	3.2302	50.2513	361.6033	0.1000	-9999.5000	-9999.5000	22.9840
125	25-2	3515.200	3518.300	1	157.0516	5.1155	2.8190	16.7139	3.5097	406.3963	283.7607	1.4857	37.2777	-9999.5000	22.0165
126	25-2	3519.700	3520.100	0	201.0144	13.0470	2.6844	80.1204	3.1942	123.0032	335.0362	0.1000	-9999.5000	-9999.5000	22.1368
127	25-2	3520.800	3521.200	0	211.3244	12.5946	2.6676	99.6084	3.0208	81.2090	347.5082	0.1000	-9999.5000	-9999.5000	22.1984
128	25-2	3522.000	3523.600	1	157.4705	5.3106	2.8060	18.0281	3.2935	336.4624	283.7596	0.5623	-9999.5000	-9999.5000	22.0093
129	25-2	3549.700	3551.300	8	166.5982	7.4545	2.6829	16.8791	3.6697	48.6266	302.0591	5.2644	40.4150	-9999.5000	22.0140
130	25-2	3552.600	3553.500	7	165.3695	6.8153	2.7435	15.9490	3.3668	221.1779	290.6716	5.8545	59.6632	-9999.5000	22.7363
131	25-2	3556.500	3558.000	1	153.8498	4.9683	2.8226	34.3294	3.5388	830.0175	284.2060	0.2988	-9999.5000	-9999.5000	22.2365
132	25-2	3562.000	3563.300	0	184.7210	13.4864	2.5991	134.8419	3.5905	162.6834	345.4154	0.1000	-9999.5000	-9999.5000	23.1681
133	25-2	3574.100	3575.100	7	163.0820	6.4041	2.7672	16.7065	3.5619	640.4029	289.5655	3.9917	57.4252	-9999.5000	22.2103
134	26-2	3493.825	3494.725	1	185.3601	13.4960	2.7887	54.9944	3.0362	34.3336	340.9277	0.1000	-9999.5000	-9999.5000	23.5649
135	26-2	3497.125	3499.125	1	149.1153	8.3811	2.8563	27.0656	3.2226	212.5858	285.4324	0.1925	-9999.5000	-9999.5000	24.7717
136	26-2	3499.925	3501.325	1	148.9461	7.0229	2.8677	36.1302	2.7799	179.8925	284.1679	0.2321	-9999.5000	-9999.5000	24.9676
137	26-2	3504.025	3507.125	1	152.3048	7.5845	2.8439	25.4404	3.0970	215.4848	286.2068	0.9899	-9999.5000	-9999.5000	24.5710
138	26-2	3512.325	3513.825	7	161.5577	10.7900	2.8158	23.7591	2.9047	130.4609	297.2436	4.1031	40.2975	-9999.5000	23.1089
139	26-2	3514.325	3515.325	0	237.0861	19.2470	2.5528	101.5717	3.2145	124.9963	364.9521	0.1000	-9999.5000	-9999.5000	25.1281
140	26-2	3518.225	3519.025	0	252.0066	21.2933	2.4128	142.1520	2.7754	76.4403	398.6958	0.1000	-9999.5000	-9999.5000	24.8831
141	26-2	3519.525	3520.625	1	152.7424	8.1745	2.8663	32.3965	3.0816	745.2626	279.5679	0.4543	-9999.5000	-9999.5000	23.4093
142	26-2	3522.525	3524.125	1	157.7327	8.5127	2.7888	26.5006	2.9576	161.1027	293.6431	1.8312	-9999.5000	-9999.5000	22.6601
143	26-2	3526.225	3528.525	0	210.0303	13.4408	2.6338	82.2120	2.5582	252.0545	351.5649	0.1000	-9999.5000	-9999.5000	25.6957
144	26-2	3529.125	3530.725	1	159.9882	8.3150	2.8213	25.2578	3.1116	232.7555	291.1691	1.2905	-9999.5000	-9999.5000	23.3373
145	26-2	3554.925	3556.625	7	170.8704	2.0691	2.7471	31.2319	4.0438	1371.0110	306.8232	3.4960	55.2212	-9999.5000	23.6334
146	26-2	3556.625	3557.925	8	177.1663	4.1774	2.7420	29.7984	3.7578	526.5248	311.6679	7.3731	66.5223	-9999.5000	23.9961
147	26-2	3568.225	3569.825	0	213.7364	15.2595	2.5109	133.1966	2.6068	186.9450	363.9395	0.1000	-9999.5000	-9999.5000	24.3814
148	26-2	3574.325	3575.325	7	169.9410	8.6671	2.7115	34.9059	3.1798	847.7296	295.8673	4.8574	72.2403	-9999.5000	23.2614
149	26-2	3577.825	3579.225	8	177.5036	8.0969	2.7284	24.6508	3.9031	632.9194	306.1907	7.6005	68.0713	-9999.5000	23.2885
150	20-3	3334.000	3334.800	1	203.8640	11.6271	2.5927	72.5373	2.3299	48.3297	-9999.5000	4.0101	5.1457	-9999.5000	22.4259
151	20-3	3335.300	3336.600	1	222.0698	13.3384	2.5717	75.9021	1.9656	25.0145	-9999.5000	7.3012	21.7054	-9999.5000	22.2674
152	20-3	3336.600	3341.300	3	245.8759	15.3173	2.3023	56.0909	1.9327	13.5233	-9999.5000	10.8425	30.8912	-9999.5000	24.2145
153	20-3	3343.000	3344.400	1	199.8393	21.4042	2.5755	70.2780	2.8630	111.8441	-9999.5000	2.2552	10.3314	-9999.5000	22.5550
154	20-3	3351.400	3353.700	1	203.3909	11.6501	2.6240	71.4855	2.9842	67.0303	-9999.5000	3.7524	11.3673	-9999.5000	21.8721
155	20-3	3353.700	3355.600	0	206.5322	15.7197	2.6281	90.5068	2.8952	67.8302	-9999.5000	4.3850	20.8161	-9999.5000	21.8510
156	20-3	3355.600	3358.900	7	215.2986	9.3134	2.5723	62.2672	2.5711	38.0676	-9999.5000	5.7394	21.9284	-9999.5000	21.9733
157	20-3	3358.900	3361.000	1	206.8054	8.8560	2.6210	66.0876	2.7167	44.7881	-9999.5000	4.4090	14.0405	-9999.5000	21.9447
158	20-3	3361.000	3363.600	7	224.2268	11.8553	2.5709	58.6609	2.6467	29.9192	-9999.5000	7.1556	30.3453	-9999.5000	22.2758
159	20-3	3363.600	3363.900	1	220.5455	13.9860	2.5657	66.8680	2.9835	30.7017	-9999.5000	0.1000	-9999.5000	-9999.5000	22.4295
160	20-3	3365.400	3367.700	8	227.2410	13.0754	2.5243	42.5520	2.3352	131.5189	-9999.5000	7.1103	66.9940	-9999.5000	22.5955
161	20-3	3370.700	3371.400	1	209.5004	15.6685	2.5556	59.3241	3.0165	98.4787	-9999.5000	0.1000	-9999.5000	-9999.5000	22.4305
162	20-3	3384.100	3386.200	7	239.2655	12.3171	2.5246	60.1129	2.3617	80.8957	-9999.5000	9.0237	67.5975	-9999.5000	21.5754
163	20-3	3386.800	3389.900	8	246.4317	12.7307	2.4760	60.6336	2.2489	52.3554	-9999.5000	9.8546	61.4002	-9999.5000	21.9403
164	20-3	3397.100	3397.600	1	208.5117	24.9997	2.6187	93.7373	3.3662	118.1120	-9999.5000	2.4455	35.6608	-9999.5000	22.2958
165	20-3	3409.400	3410.000	1	206.8346	10.9626	2.6459	72.7649	2.4883	97.0011	-9999.5000	4.4094	35.2434	-9999.5000	22.1704
166	20-3	3410.000	3410.900	0	216.9606	14.1867	2.5833	91.9322	2.4266	77.9722	-9999.5000	6.5094	49.8025	-9999.5000	22.3133
167	20-3	3410.900	3418.700	8	228.9706	11.2298	2.5322	55.1711	2.2167	104.1611	-9999.5000	7.9378	64.0558	-9999.5000	23.1695
168	20-3	3439.900	3442.000	1	207.4385	11.2177	2.5981	61.5087	2.3289	136.8830	-9999.5000	3.8934	40.6884	-9999.5000	22.6616
169	20-3	3448.400	3449.900	1	205.1302	8.3060	2.5666	72.8565	2.4555	72.5463	-9999.5000	4.7986	31.8127	-9999.5000	23.5152
170	20-3	3449.900	3450.200	0	207.6575	8.4835	2.5810	81.7820	2.5465	63.3935	-9999.5000	4.2935	18.6685	-9999.5000	23.3772
171	20-3	3450.200	3452.600	1	204.5605	8.3513	2.5823	66.4191	2.3445	86.0076	-9999.5000	4.1677	26.6593	-9999.5000	22.8631
172	20-3	3452.600	3453.300	0	209.5744	9.4485	2.5642	87.5159	2.3018	62.7164	-9999.5000	4.9275	27.2449	-9999.5000	22.8979
173	20-3	3453.300	3455.400	1	207.8429	8.5273	2.5832	69.7110	2.3210	57.4286	-9999.5000	4.0619	16.4422	-9999.5000	23.2107
174	20-3	3455.400	3455.700	0	207.5650	8.5102	2.6110	84.8193	2.1488	62.6385	-9999.5000	3.0085	-9999.5000	-9999.5000	24.0593
175	20-3	3455.700	3456.500	1	213.6201	8.4361	2.5692	69.1797	2.4006	56.7210	-9999.5000	4.9088	23.5489	-9999.5000	23.8301
176	20-3	3456.500	3459.400	7	212.8621	10.5611	2.5305	56.5839	2.4112	172.9081	-9999.5000	5.9893	58.9480	-9999.5000	23.1255
177	20-3	3472.200	3472.700	1	203.5125	11.5553	2.6370	79.9907	2.6580	80.6585	-9999.5000	1.7980	-9999.5000	-9999.5000	22.6468
178	20-3	3472.900	3475.800	1	217.8785	9.3955	2.5788	73.7408	2.4567	60.7781	-9999.5000	4.2195	24.9794	-9999.5000	22.6468
179	20-3	3480.600	3481.000	1	202.6898	11.1618	2.6212	81.4722	2.9690	173.5164	-9999.5000	2.5124	15.4334	-9999.5000	22.3100
180	20-3	3481.000	3481.500	0	210.5203	11.0168	2.5972	89.4763	2.4978	161.5943	-9999.5000	3.6873	39.6497	-9999.5000	22.3728
